kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap
Imigran Ilegal,,01/05/2018,00:55,128.8756888,-6.35322841,Laut Banda,Osaka Express,Cyprus,Kpl Ro-Ro,196,IMO 61811,SXZ26254,87515,Lego,PT. Rekha Trans Utama,Sinta,Mangoli,Sawang,Robert Lewandowski,Lithuania,,,,A,4,TNI,Kpl Militer
Imigran Ilegal,,28/09/2016,16:55,128.1923345,-4.99833089,Laut Banda,SS Runic,Cayman Is.,Supply Ship,199,IMO 43279,GSL121219,91143,Sandar,PT. Titipan Varaz Ekspres,Melvy,Namlea,Dofa,Mike Weinberg,Germany,,,,C,1,Polri,Kpl Nelayan
Imigran Ilegal,,21/08/2017,11:30,121.5432757,3.37528269,Laut Sulawesi,MV DenDen,Madagascar,Kpl Militer,232,IMO 52841,CGC23128,44421,Layar,"Koperasi Pegawai PT. Indosat, Tbk",Juwita Thofany Sanjaya,Kumai,Ranai,Richard F.,Liberia,,,,B,5,KKP,Tongkang
Imigran Ilegal,,14/08/2018,17:25,118.7718555,-6.58986596,Laut Flores,SS Ideal X,Sao Tome & Principe,Tug Boat/Kpl Tunda,109,IMO 93477,CRB181122,78435,Sandar,PT. Lintas Nusa Ekspress,Waldheim,Budong-Budong,Manu/Gamumu,Sharon den Adel,Mali,,,,E,5,Polri,Kpl Militer
Imigran Ilegal,,11/04/2015,11:55,133.8207875,0.28398052,Laut Halmahera,SS Nomadic,Afghanistan,Kpl Pesiar,118,IMO 19962,LKO17912,51696,Lego,PT. Mekar Lintas Nusa,John Boyd,Sungai Guntung,Panipahan,Guzman,Jamaica,,,,E,5,TNI,Tug Boat/Kpl Tunda
Imigran Ilegal,,05/05/2014,19:05,109.8788,-3.90441,Laut Jawa,MV Empire MacKay,Gaza Strip,Bulker/Kpl Pengangkut Barang Curah,173,IMO 14833,VGE24146,26867,Sandar,Nusantara,Shaha,Waworada,Bagan siapi-api,Pjani,United Kingdom,,,,D,5,TNI AD,Kpl Peti Kemas/Container
Imigran Ilegal,,05/11/2016,10:50,108.56289,-5.69093,Laut Jawa,CMA CGM Vela,Afghanistan,Kpl Pemerintah,187,IMO 12952,UJE6926,73882,Layar,PT. Titipan Varaz Ekspres,Kond,Pulang Pisau,Natal / Sikara-kara,Paul Chaudet,Sao Tome & Principe,,,,A,1,TNI AL,Speed Boat
Imigran Ilegal,,02/12/2016,17:20,129.0605977,-6.6071481,Laut Banda,SS Desabla,Malta,Kpl Pemadam Kebakaran/Fireboat,165,IMO 48231,IJG232318,24143,Layar,PT. Sinar Parahyangan Abadi,Flix Houphout Boigny,Bawean,Subaim,Jonas Olsson,Cuba,,,,E,6,TNI AU,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,30/04/2014,18:05,121.5255186,2.62342086,Laut Sulawesi,MV Stolt Strength,Libya,Supply Ship,140,IMO 25937,CFJ25204,42741,Layar,PT. Tata Kelola Mandiri,Eliot Spitzer,Kedi,Damar,Mohamad Prakosa,Bhutan,,,,C,2,TNI AL,Kpl Pesiar
Imigran Ilegal,,01/04/2016,15:00,133.6394519,0.0956896,Laut Halmahera,SS vedic,Yemen,Kpl Peti Kemas/Container,118,IMO 52682,TVR11324,46112,Lego,PT. Hadid Steel Indonesia,Berners-Lee,Matasiri,Teluk Bayur,Woodrow Wilson,Finland,,,,B,4,TNI AU,Tongkang
Imigran Ilegal,,11/06/2016,16:20,132.2199548,0.32798739,Laut Halmahera,Salem,Andorra,Tongkang,244,IMO 44663,JJC171217,43431,Lego,PT. Fama Persada,HammerFall,Glimandangin,Pulang Pisau,Maurice Edu,Serbia,,,,C,3,Bakamla,Kpl Nelayan
Imigran Ilegal,,05/08/2018,03:30,125.5944812,-6.6403845,Laut Banda,Maritime Jewel,Togo,Kpl Kayu,106,IMO 87474,UIG13112,48154,Layar,PT. Elang Buana Perkasa,Corr,Senayang,Tabarfane,Paulus Adrianus Daum,Comoros,,,,D,5,TNI,Kpl Pesiar
Imigran Ilegal,,10/01/2018,14:35,118.1072247,-6.88348456,Laut Flores,SS Galeic,Vanuatu,Speed Boat,142,IMO 79671,REW111216,85623,Layar,PT. Kargo Dua Empat,Declan Rudd,Tanjung Api-Api,Tanjung Perak,Paolo Rossi,Bangladesh,,,,D,5,Bakamla,Kpl Pengebor/Drillship
Imigran Ilegal,,16/04/2014,20:40,134.6403245,0.18233194,Laut Halmahera,CMA CGM Thalassa,Montenegro,Kpl Pemerintah,210,IMO 64358,DQJ10119,27564,Layar,PT. Hadid Steel Indonesia,Nlson Marcos,Matutuang,Kuala Gaung,Harry R.,Niue,,,,E,2,TNI AD,Tongkang
Imigran Ilegal,,25/06/2017,15:35,121.7257399,2.26852589,Laut Sulawesi,Truelove,Kyrgyzstan,Kpl Ikan,212,IMO 62117,JQE841,17627,Layar,PT. Ben Sinergi Translogistik,Fecki,Rengat/Kuala Cinaku,Banggai,Mizengo Pinda,Bermuda,,,,D,1,Polri,Kargo/Barang
Imigran Ilegal,,25/08/2014,17:45,129.889413,-4.5768813,Laut Banda,MS Costa Allegra,Haiti,Kpl Ikan,119,IMO 75823,JJI61011,53358,Lego,PT. Aix Indologis Exspress,Mary Harrison McKee,Bere - Bere,Pulang Pisau,Lee Seung-gi,St. Pierre & Miquelon,,,,B,4,KKP,Kpl Layar
Imigran Ilegal,,02/12/2015,03:15,116.5241763,-7.38675005,Laut Flores,Altmark,Bulgaria,Kpl Nelayan,197,IMO 88456,HGB1629,52491,Lego,PT. Sinar Parahyangan Abadi,O'Hara,Pemenang,Galesong,Sujarwo,Rwanda,,,,B,4,TNI AL,Kpl Pengeruk/Dredger
Imigran Ilegal,,08/05/2015,11:00,131.3879806,1.29904168,Laut Halmahera,"Maharshi Vamadeva, LPG Tanker",Moldova,Supply Ship,169,IMO 95689,HPQ13611,79296,Lego,PT. Mustika Sekartaji,Rochdi,Celukan Bawang,Pulau Ende,Orestes Caldeira,Mayotte,,,,F,6,Polri,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,12/02/2015,17:35,130.4446243,-4.2536532,Laut Banda,Altmark,United Arab Emirates,Kpl Pemerintah,181,IMO 35888,PTF1129,95314,Layar,PT. Mekar Lintas Nusa,David Petraeus,Segun,Benjina,Honor,Chile,,,,D,1,Bea Cukai,Survey/Kpl Survei
Imigran Ilegal,,23/05/2014,05:50,119.496098,-7.95166143,Laut Flores,SS Tropic ||,China,Kpl Ikan,127,IMO 38935,TVH18122,89138,Sandar,PT. Indomarco Primata,Connor Wickham,P. Sabutung,Makalehi,Bruno Kreisky,"Congo, DRC",,,,E,4,TNI AL,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,05/12/2016,11:25,125.105989,-6.4256153,Laut Banda,CMA CGM Vela,French Polynesia,Kpl Nelayan,115,IMO 29837,QOM5219,34982,Lego,PD. Cahaya Rohmat,Andrew Carnegie,Benjina,Barus,Hornschuh,Ireland,,,,D,2,KKP,Survey/Kpl Survei
Imigran Ilegal,,11/08/2018,08:45,117.2542589,-7.38946821,Laut Flores,SS Ideal X,Ecuador,Penumpang,126,IMO 37625,LGO1218,59787,Sandar,PT. Kharisma Tekad Karya,Dolly Ramadhan,Eray,Kawaluso,Layun,Belarus,,,,F,4,Bea Cukai,Kpl Pengebor/Drillship
Imigran Ilegal,,28/02/2014,21:10,108.33024,-4.76669,Laut Jawa,MV Colombo Express,Ghana,Kpl Layar,173,IMO 44538,JIQ221215,86786,Layar,PT. Mediacom TV,Giolitti,Tanjung Satai,Kuala Enok,Pausini,Faroe Is.,,,,A,1,Bakamla,Kpl Peti Kemas/Container
Imigran Ilegal,,23/09/2015,03:05,118.7423857,-7.91749534,Laut Flores,Hansa Carrier,Gabon,Kpl Pemerintah,117,IMO 17925,IJG232318,56925,Layar,PT. Mekar Lintas Nusa,Anak Agung Pandji,Sungai Pakning,Eci,Witono,Monaco,,,,A,5,Bakamla,Kpl Pengeruk/Dredger
Imigran Ilegal,,01/06/2015,17:25,122.8444292,3.80546798,Laut Sulawesi,Olga Mærsk (1948),Singapore,Kpl Kayu,245,IMO 58252,KLX1822,52373,Sandar,PT. Makis Indonesia Utama,Quett,Kaledupa,Tanjung Api-Api,Philip Anselmo,Iran,,,,B,5,KKP,Kpl Peti Kemas/Container
Imigran Ilegal,,04/07/2018,04:05,126.7430699,-6.6504891,Laut Banda,SS Runic ||,Moldova,Kpl Penyelamat/Lifeboat,246,IMO 52178,PVC2477,63262,Lego,Game Master,Finsen,Mesuji/Lampung,Pasokan,thelfld,Malaysia,,,,C,5,Bea Cukai,Tanker
Imigran Ilegal,,12/10/2018,10:15,120.482886,3.03788172,Laut Sulawesi,SS Medic,Cambodia,Kpl Peti Kemas/Container,181,IMO 62795,AGH152021,67287,Layar,PT. Solid Express Global,Heston,Bicoli,Baa,Unai Emery,Equatorial Guinea,,,,B,1,TNI AD,Supply Ship
Imigran Ilegal,,16/01/2015,05:20,117.9733464,-7.81765463,Laut Flores,MSC Carouge,Christmas I.,Kpl Pengeruk/Dredger,123,IMO 68866,MUZ9612,75854,Lego,PT. Jisheng Indonesia,Irving Berlin,Cilacap,Tarakan,Mauricio Pinilla,Palau,,,,B,1,TNI AU,Kpl Ro-Ro
Imigran Ilegal,,28/04/2016,08:10,122.779005,2.94382347,Laut Sulawesi,MV Capt. Steven L. Bennett (T-AK-4296),American Samoa,Tongkang,217,IMO 17431,PWJ172115,41176,Layar,PT. Giandres Abadi Express,Fakdawer,Benete,Tanjung Santan,Datuk Hakim Thantawi,Bosnia & Herzegovina,,,,C,1,KKP,Speed Boat
Imigran Ilegal,,10/08/2016,09:10,125.4438478,-6.44794423,Laut Banda,Maritime Jewel,Belgium,Kpl Nelayan,185,IMO 27771,YGK231623,67227,Lego,PD. Intan Mitra Sejati,Dakota Fanning,Waisai,Weda,Teck Puat,Iceland,,,,F,6,KKP,Kpl Ikan
Imigran Ilegal,,12/11/2019,11:10,126.8887343,-6.54069948,Laut Banda,SS Arthur M. Anderson,Greece,Kpl Militer,209,IMO 63479,UWQ10251,53972,Layar,PT. Mirantha Nuansa Ayu,Nicanor Duarte Frutos,Makalehi,Tarempa,Afriyie,"Congo, DRC",,,,A,2,TNI AU,Kpl Nelayan
Imigran Ilegal,,10/08/2016,03:10,107.67911,-3.48062,Laut Jawa,Astron,Brazil,Speed Boat,156,IMO 57416,LKF25912,78192,Layar,PT. Garuda Tama Indonesia,Viktor Frankl,Boipinang,Wulur,Sultan Dziaddin Mukarram,Montenegro,,,,D,4,TNI AL,Kpl Peti Kemas/Container
Imigran Ilegal,,02/10/2018,13:15,108.10117,-4.41327,Laut Jawa,MV Southern Lily,Iraq,Kpl Layar,100,IMO 36497,IHO1796,77449,Layar,PT. CiPTa Pesona Buana,Malyda,Hatu Piru,Darume,Nico Pelamonia,Gabon,,,,E,3,Bakamla,Kpl Pemerintah
Imigran Ilegal,,27/01/2015,09:10,131.3113186,1.40973201,Laut Halmahera,MV Maj. Bernard F. Fisher (T-AK-4396),Thailand,Speed Boat,162,IMO 95221,SXV51220,62625,Sandar,PT. Absy Cipta Mandiri,Rieka Roslan,Sinaboi,Manu/Gamumu,Giraudoux,Guyana,,,,A,1,Polri,Kpl Pemerintah
Imigran Ilegal,,23/07/2014,06:45,110.48242,-4.8727,Laut Jawa,SS Suevic,Romania,Kpl Pemerintah,226,IMO 13551,UUE18920,76768,Layar,PT. Benua Expressindo Utama,Mateschitz,Tifure,Legon Bajak,Reza Pahlevi,Liechtenstein,,,,B,1,TNI,Kpl Ro-Ro
Imigran Ilegal,,30/12/2015,12:05,110.41828,-3.93979,Laut Jawa,"Emma Mærsk, container ship for Maersk Line",Slovakia,Kpl Layar,146,IMO 32687,RXZ4526,78529,Lego,Agung Jaya,Sopyan Paturusi,Tanjung Beringin,Galela,Setyo,Poland,,,,F,4,Bakamla,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,30/08/2019,05:25,124.4742639,2.51199229,Laut Sulawesi,MSC Carouge,Bolivia,Kpl Pemadam Kebakaran/Fireboat,247,IMO 46571,HPQ13611,26763,Lego,PT. Mitra Jasa Perkasa,Roberto Romn Triguero,Eray,Binongko,Petula Clark,Azerbaijan,,,,D,6,Bakamla,Kpl Pengeruk/Dredger
Imigran Ilegal,,27/04/2014,21:45,136.881555,1.78344137,Laut Halmahera,MV Maj. Bernard F. Fisher (T-AK-4396),Latvia,Kpl Pengeruk/Dredger,105,IMO 46382,DJZ151112,22778,Lego,PT. Mandiri Global Sejahtera Express,Sakuishi,Oepoli,Rengat/Kuala Cinaku,Liliana,Seychelles,,,,A,6,TNI,Kpl Nelayan
Imigran Ilegal,,18/02/2017,04:50,122.2936886,4.28027415,Laut Sulawesi,SS Cufic,Japan,Kpl Ro-Ro,161,IMO 98324,EYO82414,52542,Layar,PT. Mirantha Nuansa Ayu,Juy Suk,Menggala,Geser,Mursalin Daeng Mamangung,Saudi Arabia,,,,D,5,Polri,Supply Ship
Imigran Ilegal,,09/01/2018,05:35,136.6920086,0.45125844,Laut Halmahera,MT Stolt Valor,British Indian Ocean Territory,Kpl Pengeruk/Dredger,151,IMO 87838,IXT3232,49742,Sandar,PT. Indopos Hasyim Ashari,Luis Miguel Snchez Cerro,Teluk Palu,Brondong,Effenberg,Tonga,,,,E,2,TNI AU,Kpl Pengeruk/Dredger
Imigran Ilegal,,23/02/2014,07:30,107.16802,-3.88593,Laut Jawa,Quinquereme,Oman,Kpl Peti Kemas/Container,205,IMO 98353,EOA12121,47817,Layar,PT. Rajawali Dirgantara Indonesia Express,Javier Pinola,Tobelo,Pangkalan Brandan,Ratna Indraswari,Luxembourg,,,,A,3,TNI,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,10/04/2016,19:30,119.2259128,-7.63078403,Laut Flores,SS Fredericksburg,Kazakhstan,Tug Boat/Kpl Tunda,114,IMO 28533,XOU15107,15659,Lego,PT. Gilsum Jasa Semesta,Dreyfus,P. Sapuka,Probolinggo,Hanson,Burkina Faso,,,,F,5,TNI AU,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,18/01/2019,10:45,109.29531,-4.62208,Laut Jawa,Histria Azure,Rwanda,Kpl Kayu,125,IMO 78233,DGZ232524,21951,Layar,Game Spot,Bas Dost,Lerokis,Belitung,Jerzy Janowicz,French Southern & Antarctic Lands,,,,A,4,TNI AU,Kpl Kayu
Imigran Ilegal,,28/04/2017,20:05,119.2567829,-6.44298735,Laut Flores,SS Belgic,Tuvalu,Kpl Derek/Crane,171,IMO 93163,UEJ24246,22429,Layar,PT. Kharisma Tekad Karya,Morbid Angel,Palopo/Tg. Ringgit,Dapalan,Lemmon,British Virgin Is.,,,,D,2,Bea Cukai,Penumpang
Imigran Ilegal,,06/04/2015,02:10,107.30652,-4.03884,Laut Jawa,MV Jindal Kamakshi,Serbia,Kpl Kayu,199,IMO 97927,NTG31013,43884,Lego,PT. Manggala Jaya Makmur,Tochilin,Matui,Waisai,David Cobeo,Ireland,,,,C,6,Polri,Supply Ship
Imigran Ilegal,,25/11/2017,10:10,119.9034153,-7.30895909,Laut Flores,MV Empire MacColl,Heard I. & McDonald Is.,Kpl Pengebor/Drillship,239,IMO 32992,ABB81523,23317,Lego,Agung Jaya,Hashemi,Pigaraja,Tanjung Laut,Minami Minegishi,Bulgaria,,,,D,5,Polri,Tanker
Imigran Ilegal,,14/01/2014,00:45,108.60063,-4.69681,Laut Jawa,U-Sea Saskatchewan,Turkey,Kpl Ikan,163,IMO 69155,KHK2655,22356,Sandar,PT. Indonusa Putra Mandiri,Roni Wahyudi,Gresik,Manu/Gamumu,Surman,Djibouti,,,,C,2,TNI AU,Kpl Ikan
Imigran Ilegal,,23/08/2015,00:35,134.7268502,0.16983012,Laut Halmahera,SS Cufic,Burundi,Penumpang,144,IMO 84146,EKE18417,98813,Layar,PT. Mitra Berjaya Sukses Sejahtera,James Perch,Tanjung Pandan,Kawio,Kudou,French Southern & Antarctic Lands,,,,D,4,Bea Cukai,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,18/04/2018,11:25,123.6892495,3.57229242,Laut Sulawesi,SS Prospector,Ethiopia,Bulker/Kpl Pengangkut Barang Curah,163,IMO 88829,GQQ20611,35614,Lego,Game Master,Olusegun,Gresik,Pehe,Marvin Martin,Ukraine,,,,D,5,Bea Cukai,Tanker
Imigran Ilegal,,21/08/2019,14:50,121.9225327,3.62042676,Laut Sulawesi,MV Sea Star,Haiti,Kpl Penyelamat/Lifeboat,130,IMO 91494,CLB161915,11569,Sandar,PT. Bank Nisp,Irwin Harrison,Teluk Palu,Nusa Penida (Toyapakeh),Ah-seong,Pitcairn Is.,,,,E,6,TNI AD,Supply Ship
Imigran Ilegal,,04/11/2016,13:40,121.4207045,3.57898139,Laut Sulawesi,SS Runic,Guadeloupe,Kpl Selam,162,IMO 81385,KMF82321,44117,Sandar,PT. Top Express,Ashli Amari,Leti,Sebalang,Danilo Soddimo,Grenada,,,,C,1,Bea Cukai,Kpl Pesiar
Imigran Ilegal,,11/01/2014,18:20,136.4924742,0.6323948,Laut Halmahera,"TSS Golfito, banana boat of Fyffes Line",Panama,Kpl Pemerintah,166,IMO 78291,MYH1242,58137,Sandar,PT. Andalan Mandiri Ekspress,Ogan,Eray,Maccini Baji,Hendrik Merkus,Kenya,,,,C,6,TNI,Kpl Pemerintah
Imigran Ilegal,,18/05/2019,05:40,108.7266,-5.96276,Laut Jawa,MV Biscaglia,Reunion,Kpl Penyelamat/Lifeboat,127,IMO 37693,LCW61617,65275,Layar,PT. Mitra Jasa Perkasa,Vyacheslavovich Dzhioyev,Rainis,Wini,Allisyn Ashley,Gaza Strip,,,,C,3,Bakamla,Penumpang
Imigran Ilegal,,17/02/2015,09:15,116.5174601,-7.49114568,Laut Flores,MV Ancylus,Bolivia,Kpl Ikan,221,IMO 96427,VPY141910,46238,Lego,PT. Royal Express Indonesia,Brook Mahealani,Ereke,Keramaian,Sylvain Marchal,Albania,,,,B,4,TNI,Supply Ship
Imigran Ilegal,,13/07/2016,02:35,120.7943752,3.93327728,Laut Sulawesi,CMA CGM Vela,Thailand,Tongkang,140,IMO 41228,RZV171425,46759,Sandar,PT. Surya Baru Abadi,Roger Carvalho,Celukan Bawang,Segun,Adkins,Aruba,,,,E,2,TNI,Kpl Ikan
Imigran Ilegal,,21/09/2015,14:40,137.6873329,2.14346306,Laut Halmahera,MV Jindal Kamakshi,Uganda,Tug Boat/Kpl Tunda,108,IMO 88951,IEF7119,11716,Layar,PT. Bintang Jaya Trans,Bucek Depp,Raha,Pokai,Carl Pauling,Luxembourg,,,,E,6,TNI,Tug Boat/Kpl Tunda
Imigran Ilegal,,06/02/2016,02:30,125.1613385,-6.32463319,Laut Banda,Exxon Valdez,Ireland,Kpl Pengeruk/Dredger,224,IMO 18532,MLI814,85356,Sandar,PT. Api Biru Nusantara,Ogenyi,Talaga Raya,Manitingting,Pakubuwana XIII,Guinea,,,,A,2,TNI AL,Kpl Pengeruk/Dredger
Imigran Ilegal,,23/06/2017,09:25,116.6643052,-7.87486373,Laut Flores,Torrey Canyon,Vanuatu,Supply Ship,203,IMO 51763,JNM6136,97243,Lego,PT. Jaya Halim Cargo,Akpala,Karimata,Pasapuat,Mackinder,Mauritania,,,,F,1,KKP,Kpl Kayu
Imigran Ilegal,,25/09/2015,16:00,116.9133925,-6.45628147,Laut Flores,"SS Gallina, LNG Tanker",Mongolia,Kpl Pemerintah,202,IMO 39187,WJR1323,51964,Lego,Hypnosis,Kuwae,Baranusa,Mahaleta,Armida Alisjahbana,Mongolia,,,,B,3,KKP,Kpl Kayu
Imigran Ilegal,,08/09/2015,11:50,121.5206464,2.32490573,Laut Sulawesi,MV Acavus,Cayman Is.,Supply Ship,117,IMO 28318,LXU20106,68792,Layar,PT. Transindo Xpress,Dimas Anggara,Tanjung Pandan,Bagan siapi-api,Masutatsu yama,Cocos Is.,,,,E,6,Bea Cukai,Kpl Ro-Ro
Imigran Ilegal,,13/07/2018,13:20,122.3349756,3.27988153,Laut Sulawesi,Shuttle tanker,Samoa,Kpl Nelayan,187,IMO 68897,CXX21213,71299,Sandar,PT. Pelangi Sukses Cemerlang,Wongsonegoro,Lurang,Mataritip,Anders Fogh Rasmussen,Rwanda,,,,F,5,KKP,Tug Boat/Kpl Tunda
Imigran Ilegal,,22/06/2019,06:10,124.8166887,-6.01611602,Laut Banda,SS Bovic,Cocos Is.,Kpl Pengebor/Drillship,204,IMO 58884,VSW14623,17948,Lego,PT. Transindo Xpress,Sabah Al,Dapalan,Binanatu,II Komnenos,Equatorial Guinea,,,,C,5,TNI,Kpl Peti Kemas/Container
Imigran Ilegal,,01/11/2016,06:25,110.0025,-3.85696,Laut Jawa,MS Costa Marina,Reunion,Bulker/Kpl Pengangkut Barang Curah,100,IMO 42492,LKO5925,97622,Sandar,PD. Guma Karya,Duo Jelly,Bagan Asahan,Fani,H.M.A. Tihami,French Southern & Antarctic Lands,,,,A,6,TNI AD,Kpl Ikan
Imigran Ilegal,,09/04/2016,17:30,108.66999,-4.10011,Laut Jawa,CMA CGM Medea,Mauritania,Kpl Ikan,217,IMO 97935,RAK91010,76763,Lego,PT. Nafiri Fajar Kemilau,Benyamin Murdani,Pulau Banyak,Tobilota,Nazar Amir,Philippines,,,,D,1,Polri,Survey/Kpl Survei
Imigran Ilegal,,27/03/2015,16:15,119.0575276,-6.94066685,Laut Flores,MSC Rosaria,Liberia,Kpl Pengebor/Drillship,151,IMO 75577,BHA6249,16317,Sandar,PT. Belt Logistik Indonesia,Ferraz de,Pulang Pisau,P. Kalukalukuang,al-Dahabi,Estonia,,,,B,1,TNI AD,Tongkang
Imigran Ilegal,,17/02/2019,06:55,132.6404986,2.25407552,Laut Halmahera,MV Resolution Bay,Sao Tome & Principe,Kpl Pemerintah,209,IMO 85361,RXN132415,12447,Layar,PT. Paramas Permata,W. Fairbanks,Sangkulirang,Mataritip,Roesdi Roesli,Lebanon,,,,C,2,Bakamla,Penumpang
Imigran Ilegal,,10/02/2015,04:30,107.73279,-4.68873,Laut Jawa,MV Vikartindur,Czech Republic,Kpl Pengebor/Drillship,151,IMO 88594,NSW132117,48548,Layar,PT. Belt Logistik Indonesia,Markus Weinzierl,Damar,Saumlaki,Gatra Sanggiawan,Dominica,,,,F,6,TNI AL,Speed Boat
Imigran Ilegal,,27/12/2019,12:35,132.1896272,0.43099339,Laut Halmahera,MV Colombo Express,Mali,Kpl Peti Kemas/Container,228,IMO 43558,IPA23184,67919,Lego,PT. Bintang Jaya Trans,Firda,Kasipute,Mansinam,Claude Cohen-Tannoudji,Guinea-Bissau,,,,D,2,TNI,Kpl Pengeruk/Dredger
Imigran Ilegal,,19/12/2018,04:00,128.1807364,-6.44665954,Laut Banda,SS Atlantic Conveyor,Kuwait,Survey/Kpl Survei,231,IMO 15551,UBN261924,72419,Layar,PT. Mirantha Nuansa Ayu,Jorge Molina Vidal,Loleo Jaya,Air Buaya,Etty Sunarti Nuay,Yemen,,,,B,4,KKP,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,09/02/2019,21:00,121.727169,4.35694889,Laut Sulawesi,MV DenDen,Azerbaijan,Kargo/Barang,142,IMO 37742,PFI595,43723,Sandar,PT. Fama Persada,Paul Ehrlich,Komodo,Kokas,Sergei Eisenstein,Virgin Is.,,,,D,3,Bea Cukai,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,30/04/2018,11:25,122.8293526,2.36213933,Laut Sulawesi,Astron,Peru,Kpl Layar,115,IMO 61964,TAV61522,77647,Layar,PD. Intan Mitra Sejati,Lorenzo Burnet,Tanjung Uban / Teluk Sasah,Bunyu,Ardaninggar,Botswana,,,,A,2,Bakamla,Kpl Layar
Imigran Ilegal,,16/11/2015,10:50,133.9129532,2.24505038,Laut Halmahera,MV Empire MacColl,British Virgin Is.,Kpl Selam,159,IMO 77121,ZTI1812,85179,Sandar,Mega Resources Textil Agency,Tia Ivanka,Marapokot,Bayun,Ivi,Colombia,,,,A,4,TNI,Survey/Kpl Survei
Imigran Ilegal,,07/03/2014,09:40,117.8282601,-7.50196405,Laut Flores,Hudson Cavalier,Malaysia,Kpl Ro-Ro,149,IMO 25718,IJG232318,63913,Sandar,PT. Fama Persada,Martin Temin,Pawi,Gorontalo,Sayumi,Jarvis I.,,,,D,1,TNI AD,Kpl Layar
Imigran Ilegal,,28/11/2018,02:10,118.0137966,-6.63096857,Laut Flores,SS American Victory,Georgia,Supply Ship,129,IMO 68442,TQH211416,13249,Lego,PT. Nursal Kurnia Abadi,Asha-Rose Migiro,Gudang Arang,Pacitan,Gruevski,Canada,,,,F,4,Polri,Penumpang
Imigran Ilegal,,11/08/2019,12:30,123.9170347,3.82745926,Laut Sulawesi,SS Cufic ||,St. Pierre & Miquelon,Kpl Penyelamat/Lifeboat,143,IMO 26164,TDN2166,73827,Sandar,PT. Mitra Utama Sejahtera Logistik,Park Shin-hye,Bagan siapi-api,Pomako,Mohamad Suleman Hidayat,Brunei,,,,B,6,TNI,Kpl Militer
Imigran Ilegal,,20/12/2016,18:40,123.0104013,3.03286465,Laut Sulawesi,MV Erika,Montserrat,Kpl Pengebor/Drillship,243,IMO 27488,IMT122219,61943,Sandar,Toko Lili,Allan Nyom,Lirung,Binongko,Sanusi,China,,,,D,4,Polri,Tanker
Imigran Ilegal,,05/04/2019,21:40,108.93379,-4.89491,Laut Jawa,LNG Finima,Laos,Kpl Pesiar,174,IMO 12431,QMU171211,57941,Layar,PT. Sukma Bintang Surya,Julio Ricardo,Singkil,Munte/Luwu Utara,Konstantin Karpov,Tajikistan,,,,F,2,TNI AL,Speed Boat
Imigran Ilegal,,08/07/2015,10:55,116.4911697,-6.89540099,Laut Flores,Maritime Jewel,Australia,Bulker/Kpl Pengangkut Barang Curah,170,IMO 49962,YOJ8724,15191,Sandar,PT. Mitra Berjaya Sukses Sejahtera,Yuko Oshima,Kolaka,Maurole,Raden Aria Wira,Moldova,,,,D,4,TNI AD,Kpl Pengebor/Drillship
Imigran Ilegal,,06/02/2017,17:10,117.920227,-6.52891738,Laut Flores,Akebono Maru,Slovakia,Kpl Pemerintah,100,IMO 37311,ANZ19123,43331,Lego,PT. Kurnia Insurance Indonesia,Tumasyan,Falabisahaya,Pulau Sambu,Jason Mraz,Comoros,,,,A,4,KKP,Kpl Kayu
Imigran Ilegal,,15/09/2019,17:50,122.3365677,1.93549002,Laut Sulawesi,NYK Vega,Singapore,Kpl Pengebor/Drillship,164,IMO 64858,DKD2214,41638,Layar,PT. Mandiri Global Sejahtera Express,Sherwin Grot,Benete,Tanjung Beringin,Regina Ivanova,St. Helena,,,,D,4,Bakamla,Kpl Peti Kemas/Container
Imigran Ilegal,,05/03/2015,11:45,135.7658391,1.8770225,Laut Halmahera,Salem,Armenia,Kpl Ikan,172,IMO 78487,HWL16422,52477,Layar,PT. Belt Logistik Indonesia,Jan Huntelaar,Teluk Sigintung/Seruyan,Pulau Ende,Rick Riordan,Iceland,,,,C,3,TNI AD,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,26/11/2015,05:20,136.9090239,1.66113506,Laut Halmahera,MV eut Strait (T-AK-W9519),Gibraltar,Tongkang,238,IMO 41718,KVY6205,17365,Sandar,PT. Sinar Usaha Cemerlang,Yusron Ihza Mahendra,Atsy,Batam/Batu Ampar,Ziana,Eritrea,,,,F,1,TNI AU,Kpl Kayu
